tic,conm,datadate,fyear,at,lt,teq,revt,ni,exchg
HNGR,HANGER INC,31DEC2019,2019,842.253,832.749,9.504,1098.046,27.525,11
LEVI,LEVI STRAUSS & CO,30NOV2019,2019,4232.418,2660.861,1571.557,5763.087,394.612,11
LEA,LEAR CORP,31DEC2019,2019,12680.7,8061.2,4501.1,19810.3,753.6,11
EOG,EOG RESOURCES INC,31DEC2019,2019,37124.608,15483.892,21640.716,17122.002,2734.91,11
BCC,BOISE CASCADE CO,31DEC2019,2019,1693.351,992.021,701.33,4643.404,80.925,11
ZIXI,ZIX CORP,31DEC2019,2019,412.721,264.903,147.818,173.428,-14.647,14
SFBS,SERVISFIRST BANCSHARES INC,31DEC2019,2019,8947.653,8104.971,842.682,414.785,149.243,14
NTR,NUTRIEN LTD,31DEC2019,2019,46799.0,23930.0,22869.0,20023.0,992.0,11
LSCC,LATTICE SEMICONDUCTOR CORP,31DEC2019,2019,612.016,284.357,327.659,404.093,43.493,14
WHF,WHITEHORSE FINANCE INC,31DEC2019,2019,631.224,318.269,312.955,67.073,30.841,14
ATAX,AMERICA FIRST MULTIFAMILY-LP,31DEC2019,2019,1029.169,592.844,436.325,62.318,30.492,14
ADSW,ADVANCED DISPOSAL SERVICES,31DEC2019,2019,3543.5,2620.1,923.4,1623.0,-6.6,11
TMHC,TAYLOR MORRISON HOME CORP,31DEC2019,2019,5245.686,2699.974,2545.712,4762.059,254.652,11
AROW,ARROW FINANCIAL CORP,31DEC2019,2019,3184.275,2882.547,301.728,138.314,37.475,14
AAME,ATLANTIC AMERICAN CORP,31DEC2019,2019,377.626,259.232,118.394,198.179,-0.386,14
NBN,NORTHEAST BANK,30JUN2019,2019,1153.858,1000.278,153.58,87.946,13.884,14
BMTC,BRYN MAWR BANK CORP,31DEC2019,2019,5263.259,4651.032,612.227,275.573,59.206,14
RESI,FRONT YARD RESIDENTIAL CORP,31DEC2019,2019,2053.122,1713.863,339.259,207.01,-105.391,11
CPF,CENTRAL PACIFIC FINANCIAL CP,31DEC2019,2019,6012.672,5484.152,528.52,258.184,58.322,11
DGII,DIGI INTERNATIONAL INC,30SEP2019,2019,398.698,49.72,348.978,254.203,9.958,14
DGICA,DONEGAL GROUP INC,31DEC2019,2019,1923.161,1472.145,451.016,812.157,47.152,14
AAMC,ALTISOURCE ASSET MGMT CORP,31DEC2019,2019,53.248,11.218,42.03,15.762,-2.613,12
EA,ELECTRONIC ARTS INC,31MAR2020,2019,11112.0,3651.0,7461.0,5537.0,3039.0,14
HMHC,HOUGHTON MIFFLIN HARCOURT CO,31DEC2019,2019,2513.172,1946.812,566.36,1390.674,-213.833,14
PRTA,PROTHENA CORP PLC,31DEC2019,2019,419.268,146.347,272.921,0.814,-77.677,14
CNBKA,CENTURY BANCORP INC/MA,31DEC2019,2019,5492.424,5159.843,332.581,177.538,39.699,14
CIA,CITIZENS INC,31DEC2019,2019,1744.936,1485.1,259.836,245.045,-1.37,11
FBNC,FIRST BANCORP/NC,31DEC2019,2019,6143.639,5291.238,852.401,308.697,92.046,14
CHCO,CITY HOLDING CO,31DEC2019,2019,5018.756,4360.773,657.983,265.49,89.352,14
CBU,COMMUNITY BANK SYSTEM INC,31DEC2019,2019,11410.295,9555.061,1855.234,616.346,169.063,11
FBP,FIRST BANCORP P R,31DEC2019,2019,12611.266,10383.193,2228.073,761.59,167.377,11
GBCI,GLACIER BANCORP INC,31DEC2019,2019,13683.999,11723.266,1960.733,676.951,210.544,14
FRME,FIRST MERCHANTS CORP,31DEC2019,2019,12457.254,10670.817,1786.437,552.093,164.46,14
RTRX,RETROPHIN INC,31DEC2019,2019,604.8,383.604,221.196,175.338,-146.427,14
HCFT,HUNT COS FINANCE TRUST INC,31DEC2019,2019,657.902,549.257,108.645,39.057,6.249,11
BFYT,BENEFYTT TECHNOLOGIES INC,31DEC2019,2019,651.858,511.884,139.974,381.808,29.614,14
INDB,INDEPENDENT BANK CORP/MA,31DEC2019,2019,11395.165,9687.022,1708.143,560.412,165.175,14
IBCP,INDEPENDENT BANK CORP/MI,31DEC2019,2019,3564.694,3214.525,350.169,196.664,46.435,14
ATNM,ACTINIUM PHARMACEUTICALS INC,31DEC2019,2019,11.67,6.026,5.644,0.0,-21.899,12
HIFS,HINGHAM INSTN FOR SAVINGS,31DEC2019,2019,2590.346,2343.123,247.223,115.78,38.927,14
ANY,SPHERE 3D CORP,31DEC2019,2019,8.406,7.166,1.24,5.579,-4.281,14
OFG,OFG BANCORP,31DEC2019,2019,9297.661,8252.183,1045.478,454.97,53.841,11
PEBK,PEOPLES BANCORP NC INC,31DEC2019,2019,1154.882,1020.762,134.12,67.34,14.067,14
LSXMK,LIBERTY MEDIA SIRIUSXM GROUP,31DEC2019,2019,31421.0,15115.0,16306.0,7794.0,494.0,14
XONE,EXONE CO,31DEC2019,2019,75.366,26.784,48.582,53.276,-15.095,14
MCY,MERCURY GENERAL CORP,31DEC2019,2019,5889.157,4089.655,1799.502,3972.518,320.087,11
NSEC,NATIONAL SEC GROUP INC,31DEC2019,2019,153.934,100.473,53.461,67.399,4.067,14
NWLI,NATIONAL WESTERN LIFE GROUP,31DEC2019,2019,12553.447,10425.204,2128.243,819.188,131.616,14
ONB,OLD NATIONAL BANCORP,31DEC2019,2019,20411.667,17559.214,2852.453,929.704,238.206,14
IMGN,IMMUNOGEN INC,31DEC2019,2019,235.262,311.383,-76.121,82.271,-104.133,14
PEBO,PEOPLES BANCORP INC/OH,31DEC2019,2019,4354.165,3759.772,594.393,234.369,53.695,14
SIGI,SELECTIVE INS GROUP INC,31DEC2019,2019,8797.15,6602.214,2194.936,2827.713,271.623,14
SIVB,SVB FINANCIAL GROUP,31DEC2019,2019,71004.903,64383.823,6621.08,3539.847,1136.856,14
IHC,INDEPENDENCE HOLDING CO,31DEC2019,2019,1054.303,592.354,459.712,377.093,12.396,11
WSFS,WSFS FINANCIAL CORP,31DEC2019,2019,12256.302,10406.811,1849.491,709.201,148.809,14
WAFD,WASHINGTON FEDERAL INC,30SEP2019,2019,16474.91,14441.915,2032.995,734.594,210.256,14
WBS,WEBSTER FINANCIAL CORP,31DEC2019,2019,30389.344,27181.574,3207.77,1439.898,382.723,11
WSBC,WESBANCO INC,31DEC2019,2019,15720.112,13126.191,2593.921,600.969,158.873,14
ACNB,ACNB CORP,31DEC2019,2019,1720.253,1530.737,189.516,87.727,23.721,14
KTRA,KINTARA THERAPEUTICS INC,30JUN2019,2019,4.037,2.069,1.968,0.0,-8.048,14
SNFCA,SECURITY NATL FINL CP  -CL A,31DEC2019,2019,1334.444,1137.734,196.71,283.061,10.894,14
SBCF,SEACOAST BANKING CORP/FL,31DEC2019,2019,7108.511,6122.872,985.639,346.555,98.739,14
XXII,22ND CENTURY GROUP INC,31DEC2019,2019,68.951,6.9,62.051,25.833,-26.559,12
FFBC,FIRST FINL BANCORP INC/OH,31DEC2019,2019,14511.625,12263.92,2247.705,738.951,198.075,14
BLFS,BIOLIFE SOLUTIONS INC,31DEC2019,2019,92.816,49.362,43.454,27.371,-1.657,14
TALO,TALOS ENERGY INC,31DEC2019,2019,2589.482,1511.205,1078.277,927.62,58.729,11
TMP,TOMPKINS FINANCIAL CORP,31DEC2019,2019,6725.623,6062.569,663.054,336.811,81.718,12
TRST,TRUSTCO BANK CORP/NY,31DEC2019,2019,5221.322,4683.065,538.257,210.719,57.84,14
UBSI,UNITED BANKSHARES INC/WV,31DEC2019,2019,19662.324,16298.491,3363.833,910.746,260.099,14
UFCS,UNITED FIRE GROUP INC,31DEC2019,2019,3013.472,2103.0,910.472,1201.165,14.82,14
ASRV,AMERISERV FINANCIAL INC/PA,31DEC2019,2019,1171.184,1072.57,98.614,65.04,6.028,14
NVEE,NV5 GLOBAL INC,31DEC2019,2019,893.137,537.174,355.963,508.938,23.756,14
SBSW,SIBANYE-STILLWATER LIMITED,31DEC2019,2019,7223.076,4997.784,2225.292,5211.599,4.438,11
PFSI,PENNYMAC FINANCIAL SERVICES,31DEC2019,2019,10204.017,8142.51,2061.507,1689.383,392.965,11
ARTNA,ARTESIAN RESOURCES  -CL A,31DEC2019,2019,560.368,400.1,160.268,83.595,14.925,14
TTPH,TETRAPHASE PHARMACEUTICALS,31DEC2019,2019,36.385,13.218,23.167,7.376,-70.085,14
AMNB,AMERICAN NATL BANKSHARES,31DEC2019,2019,2478.55,2158.292,320.258,108.025,20.906,14
MRIN,MARIN SOFTWARE INC,31DEC2019,2019,42.293,21.233,21.06,49.036,-12.408,14
NVGS,NAVIGATOR HOLDINGS LTD,31DEC2019,2019,1874.253,934.351,939.902,301.385,-16.706,11
PME,PINGTAN MARINE ENTERPRISE,31DEC2019,2019,404.129,249.051,155.078,89.622,5.682,14
BDGE,BRIDGE BANCORP INC,31DEC2019,2019,4921.52,4424.366,497.154,206.928,51.691,14
IBTX,INDEPENDENT BK GRP INC,31DEC2019,2019,14958.207,12618.434,2339.773,728.24,192.736,14
KNOP,KNOT OFFSHORE PRTNRS LP,31DEC2019,2019,1738.007,1026.347,711.66,282.502,58.957,11
DRIO,DARIOHEALTH CORP,31DEC2019,2019,24.569,5.675,18.894,7.559,-17.736,14
CMRX,CHIMERIX INC,31DEC2019,2019,119.376,9.424,109.952,12.519,-112.576,14
CCNE,CNB FINANCIAL CORP/PA,31DEC2019,2019,3763.659,3458.693,304.966,181.703,40.081,14
MODN,MODEL N INC,30SEP2019,2019,169.593,116.871,52.722,141.235,-19.293,11
BPY,BROOKFIELD PROPERTY PRTRS LP,31DEC2019,2019,111643.0,66708.0,44935.0,8203.0,884.0,14
FSB,FRANKLIN FINL NETWORK INC,31DEC2019,2019,3896.162,3485.736,410.426,202.467,14.806,11
RBNC,RELIANT BANCORP INC,31DEC2019,2019,1898.467,1674.714,223.753,91.149,16.196,14
AHH,ARMADA HOFFLER PROPERTIES,31DEC2019,2019,1804.897,1149.45,655.447,280.686,24.234,11
AMH,AMERICAN HOMES 4 RENT,31DEC2019,2019,9100.109,3081.319,6018.79,1139.878,141.039,11
BKSC,BANK SOUTH CAROLINA CORP,31DEC2019,2019,445.013,393.845,51.168,21.111,7.318,14
ADMA,ADMA BIOLOGICS INC,31DEC2019,2019,127.091,100.898,26.193,29.349,-48.279,14
HMTV,HEMISPHERE MEDIA GROUP INC,31DEC2019,2019,492.787,262.118,230.669,149.387,-3.367,14
TSC,TRISTATE CAPITAL HLDGS INC,31DEC2019,2019,7765.81,7144.529,621.281,315.229,60.193,14
CVLY,CODORUS VALLEY BANCORP,31DEC2019,2019,1886.545,1695.377,191.168,99.229,18.647,14
CNOB,CONNECTONE BANCORP INC,31DEC2019,2019,6174.032,5442.842,731.19,279.519,73.395,14
EKSO,EKSO BIONICS HOLDINGS INC,31DEC2019,2019,21.915,15.118,6.797,13.917,-12.132,14
AEYE,AUDIOEYE INC,31DEC2019,2019,9.152,7.587,1.565,10.765,-7.783,14
HASI,HANNON ARMSTRONG SUST INFR,31DEC2019,2019,2387.274,1447.362,939.912,205.755,81.564,11
LITB,LIGHTINTHEBOX HLDG  -ADR,31DEC2019,2019,113.201,81.32,31.881,243.626,0.999,11
EPZM,EPIZYME INC,31DEC2019,2019,424.589,93.452,331.137,23.8,-170.295,14
ECOM,CHANNELADVISOR CORP,31DEC2019,2019,146.867,47.218,99.649,129.959,3.482,11
HDS,HD SUPPLY HOLDINGS INC,31JAN2020,2019,4715.0,3363.0,1352.0,6146.0,452.0,14
EARN,ELLINGTON RESIDENTIAL MTG,31DEC2019,2019,1489.109,1328.265,160.844,43.846,22.256,11
TMUS,T-MOBILE US INC,31DEC2019,2019,86921.0,58132.0,28789.0,44998.0,3468.0,14
NCBS,NICOLET BANKSHARES INC,31DEC2019,2019,3577.26,3060.27,516.99,184.555,54.641,14
CHMG,CHEMUNG FINANCIAL CORP,31DEC2019,2019,1787.827,1605.2,182.627,87.005,15.609,14
NRZ,NEW RESIDENTIAL INV CP,31DEC2019,2019,44863.454,37627.194,7236.26,2602.736,563.296,11
IKNX,IKONICS CORP,31DEC2019,2019,16.88,4.623,12.257,17.619,-0.814,14
HCAP,HARVEST CAPITAL CREDIT CORP,31DEC2019,2019,140.06,73.279,66.781,12.67,-1.206,14
QIWI,QIWI PLC,31DEC2019,2019,1312.3,870.389,441.911,633.561,77.826,14
HTBX,HEAT BIOLOGICS INC,31DEC2019,2019,25.957,12.798,13.159,3.049,-20.018,14
IQV,IQVIA HOLDINGS INC,31DEC2019,2019,23251.0,16988.0,6263.0,11088.0,191.0,11
PTLA,PORTOLA PHARMACEUTICALS INC,31DEC2019,2019,578.483,448.658,129.825,116.64,-290.663,14
PSXP,PHILLIPS 66 PARTNERS LP,31DEC2019,2019,6961.0,4127.0,2834.0,1126.0,923.0,11
SFM,SPROUTS FARMERS MARKET,31DEC2019,2019,2722.983,2141.031,581.952,5634.835,149.629,14
GFI,GOLD FIELDS LTD,31DEC2019,2019,6561.3,3652.6,2908.7,2967.1,161.6,11
FI,FRANK'S INTL NV,31DEC2019,2019,994.165,183.871,810.294,579.92,-235.329,11
ESBK,ELMIRA SVGS BANK ELMIRA/NY,31DEC2019,2019,606.829,548.218,58.611,28.034,3.486,14
CSTM,CONSTELLIUM SE,31DEC2019,2019,4695.212,4790.598,-95.386,6628.733,66.209,11
BLUE,BLUEBIRD BIO INC,31DEC2019,2019,1727.424,442.431,1284.993,44.674,-789.608,14
CCS,CENTURY COMMUNITIES INC,31DEC2019,2019,2499.967,1438.268,1061.699,2535.911,112.994,11
NSTG,NANOSTRING TECHNOLOGIES INC,31DEC2019,2019,259.754,155.603,104.151,125.568,-40.696,14
COMM,COMMSCOPE HOLDING CO INC,31DEC2019,2019,14431.6,12595.3,1836.3,8345.1,-929.5,14
CZNC,CITIZENS & NORTHERN CORP,31DEC2019,2019,1654.145,1409.693,244.452,84.078,19.504,14
FRBK,REPUBLIC FIRST BANCORP INC,31DEC2019,2019,3341.29,3092.122,249.168,128.602,-3.5,14
NWSA,NEWS CORP,30JUN2019,2019,15711.0,5400.0,10311.0,10036.0,155.0,14
NDLS,NOODLES & CO,31DEC2019,2019,378.519,327.948,50.571,462.411,1.647,14
FNB,F N B CORP/FL,31DEC2019,2019,34615.0,29732.0,4883.0,1547.286,387.249,11
REXR,REXFORD INDUS REALTY,31DEC2019,2019,3638.622,1016.173,2622.449,267.213,61.979,11
CHMI,CHERRY HILL MTG INVST,31DEC2019,2019,2956.552,2544.909,411.643,41.023,-42.793,11
AZUL,AZUL SA,31DEC2019,2019,4775.933,5651.43,-875.497,2846.608,-597.837,11
MNK,MALLINCKRODT PLC,31DEC2019,2019,10338.9,8398.2,1940.7,3162.5,-996.5,11
FNJN,FINJAN HOLDINGS INC,31DEC2019,2019,50.093,10.936,39.157,13.15,-16.49,14
GLG,TD HOLDINGS INC,31DEC2019,2019,11.388,5.587,5.801,2.493,-6.934,14
DOC,PHYSICIANS REALTY TR,31DEC2019,2019,4346.581,1837.697,2480.984,415.253,74.483,11
AGIO,AGIOS PHARMACEUTICALS,31DEC2019,2019,890.741,250.213,640.528,117.912,-411.472,14
ESPR,ESPERION THERAPEUTICS INC,31DEC2019,2019,214.447,194.497,19.95,148.364,-97.165,14
NWHM,NEW HOME CO INC,31DEC2019,2019,603.189,370.43,232.759,669.349,-8.037,11
ONTX,ONCONOVA THERAPEUTICS INC,31DEC2019,2019,23.674,12.1,11.574,2.183,-21.503,14
EVOK,EVOKE PHARMA INC,31DEC2019,2019,6.396,2.015,4.381,0.0,-7.126,14
FDBC,FIDELITY D & D BANCORP INC,31DEC2019,2019,1009.927,903.092,106.835,49.462,11.576,14
NGHC,NATIONAL GENERAL HOLDINGS CP,31DEC2019,2019,9756.534,7139.04,2617.494,5174.497,348.069,14
ANIP,ANI PHARMACEUTICALS INC,31DEC2019,2019,456.789,243.998,212.791,206.547,6.094,14
WTER,ALKALINE WATER COMPANY INC,31MAR2020,2019,15.606,13.984,1.622,41.142,-14.827,14
FCF,FIRST COMMONWLTH FINL CP/PA,31DEC2019,2019,8308.773,7253.108,1055.665,410.749,105.333,11
FVCB,FVCBANKCORP INC,31DEC2019,2019,1537.295,1358.217,179.078,69.28,15.828,14
MBII,MARRONE BIO INNOVTIONS,31DEC2019,2019,72.717,49.159,23.558,29.373,-37.175,14
THFF,FIRST FINANCIAL CORP/IN,31DEC2019,2019,4023.25,3465.642,557.608,187.573,48.872,14
ASC,ARDMORE SHIPPING CORP,31DEC2019,2019,772.438,446.382,326.056,230.042,-22.861,11
DSS,DOCUMENT SECURITY SYS INC,31DEC2019,2019,20.145,7.842,12.303,19.409,-2.889,12
CWEN,CLEARWAY ENERGY INC,31DEC2019,2019,9700.0,7437.0,2263.0,1032.0,-11.0,11
SC,SANTANDER CONSUMER USA HLDGS,31DEC2019,2019,48933.529,41614.909,7318.62,7905.224,994.37,11
FLIC,FIRST LONG ISLAND CORP,31DEC2019,2019,4097.843,3708.735,389.108,154.461,41.555,14
USFD,US FOODS HOLDING CORP,31DEC2019,2019,11288.0,7579.0,3709.0,25939.0,385.0,11
PGEN,PRECIGEN INC,31DEC2019,2019,455.763,384.052,71.711,90.722,-322.324,14
FOXF,FOX FACTORY HOLDING CP,31DEC2019,2019,609.316,171.397,422.2,751.02,93.033,14
CINR,CINER RESOURCES LP,31DEC2019,2019,494.3,194.4,299.9,522.8,49.6,11
OCSI,OAKTREE STRATEGIC INCOME CP,30SEP2019,2019,623.334,338.884,284.45,49.627,6.974,14
BUSE,FIRST BUSEY CORP,31DEC2019,2019,9695.729,8475.295,1220.434,472.649,102.953,14
EQX,EQUINOX GOLD CORP,31DEC2019,2019,839.35,436.291,403.059,281.697,-18.36,12
FUNC,FIRST UNITED CORP,31DEC2019,2019,1442.027,1316.087,125.94,74.703,13.129,14
BRX,BRIXMOR PROPERTY GROUP INC,31DEC2019,2019,8142.496,5398.639,2743.857,1168.957,274.773,11
FRAF,FRANKLIN FINANCIAL SVCS CORP,31DEC2019,2019,1269.157,1141.629,127.528,64.659,16.115,14
EAST,EASTSIDE DISTILLING INC,31DEC2019,2019,35.866,28.533,7.333,15.597,-16.908,14
LPCN,LIPOCINE INC,31DEC2019,2019,19.658,13.37,6.288,0.165,-13.007,14
FPRX,FIVE PRIME THERAPEUTICS INC,31DEC2019,2019,224.142,73.669,150.473,14.874,-137.202,14
ALRS,ALERUS FINANCIAL CORP,31DEC2019,2019,2356.878,2071.15,285.728,207.494,29.54,14
TPRE,THIRD POINT REINSURANCE LTD,31DEC2019,2019,3439.694,2025.62,1414.074,969.896,200.619,11
AR,ANTERO RESOURCES CORP,31DEC2019,2019,15197.569,8226.826,6970.743,4408.69,-340.129,11
PAGP,PLAINS GP HOLDINGS LP,31DEC2019,2019,29969.0,15484.0,14485.0,33669.0,331.0,11
FEYE,FIREEYE INC,31DEC2019,2019,2890.486,2188.82,701.666,889.152,-257.409,14
NXTD,NXT-ID INC,31DEC2019,2019,25.048,16.526,8.522,17.137,-11.789,14
IRT,INDEPENDENCE REALTY TRUST,31DEC2019,2019,1664.106,1044.349,619.757,203.067,45.896,11
MUSA,MURPHY USA INC,31DEC2019,2019,2687.2,1884.2,803.0,12101.3,154.8,11
IPWR,IDEAL POWER INC,31DEC2019,2019,5.266,1.377,3.889,0.0,-3.928,14
XLRN,ACCELERON PHARMA INC,31DEC2019,2019,504.906,55.43,449.476,73.993,-124.858,14
HBNC,HORIZON BANCORP INC,31DEC2019,2019,5246.829,4590.806,656.023,250.81,66.538,14
CLRO,CLEARONE INC,31DEC2019,2019,55.11,10.632,44.478,25.042,-8.408,14
CHGG,CHEGG INC,31DEC2019,2019,1488.998,990.169,498.829,410.926,-9.605,11
BNFT,BENEFITFOCUS INC,31DEC2019,2019,331.683,357.327,-25.644,295.686,-45.515,14
FATE,FATE THERAPEUTICS INC,31DEC2019,2019,302.274,57.518,244.756,10.68,-98.149,14
AAOI,APPLIED OPTOELECTRONICS INC,31DEC2019,2019,466.825,193.031,273.794,190.872,-66.049,14
ISEE,IVERIC BIO INC,31DEC2019,2019,130.187,12.984,117.203,0.0,-58.859,14
QTS,QTS REALTY TRUST INC,31DEC2019,2019,3223.533,1779.082,1444.451,479.456,31.291,11
RMAX,RE/MAX HOLDINGS INC,31DEC2019,2019,542.352,443.976,98.376,282.293,25.04,11
PINC,PREMIER INC,30JUN2019,2019,2569.567,908.547,-862.25,1217.638,109.12,14
GLOB,GLOBANT SA,31DEC2019,2019,687.764,249.05,438.714,659.325,54.015,11
LGIH,LGI HOMES INC,31DEC2019,2019,1666.115,820.922,845.193,1838.154,178.608,14
RNG,RINGCENTRAL INC,31DEC2019,2019,1450.747,705.047,745.7,902.858,-53.607,11
DEO,DIAGEO PLC,30JUN2019,2019,39770.957,26864.712,12906.245,16351.383,4015.728,11
NTRP,NEUROTROPE INC,31DEC2019,2019,17.898,0.479,17.419,0.0,-15.135,14
MGNX,MACROGENICS INC,31DEC2019,2019,312.501,81.873,230.628,64.188,-151.811,14
TRXC,TRANSENTERIX INC,31DEC2019,2019,74.779,19.244,55.535,8.531,-154.201,12
BURL,BURLINGTON STORES INC,31JAN2020,2019,5593.859,5065.71,528.149,7286.398,465.116,11
SAIC,SCIENCE APPLICATIONS INTL CP,31JAN2020,2019,4711.0,3284.0,1427.0,6379.0,226.0,11
VEEV,VEEVA SYSTEMS INC,31JAN2020,2019,2271.777,606.183,1665.594,1104.081,301.118,11
CBFV,CB FINANCIAL SERVICES INC,31DEC2019,2019,1321.537,1170.44,151.097,60.466,14.327,14
PTC,PTC INC,30SEP2019,2019,2664.588,1462.59,1201.998,1255.631,-27.46,14
LKFN,LAKELAND FINANCIAL CORP,31DEC2019,2019,4946.745,4348.645,598.1,260.207,87.047,14
AIKI,ALKIDO PHARMA INC,31DEC2019,2019,11.282,0.75,10.532,0.009,-4.183,14
ESNT,ESSENT GROUP LTD,31DEC2019,2019,3873.425,888.58,2984.845,867.567,555.713,11
VJET,VOXELJET AG,31DEC2019,2019,69.918,32.513,37.405,27.608,-15.674,14
AERI,AERIE PHARMACEUTICALS INC,31DEC2019,2019,452.608,285.658,166.95,69.888,-199.581,14
CRTO,CRITEO SA,31DEC2019,2019,1790.384,752.396,1037.988,2261.516,90.745,14
CPTA,CAPITALA FINANCE CORP,31DEC2019,2019,427.337,279.224,148.113,44.035,-27.647,14
GLPI,GAMING & LEISURE PPTYS,31DEC2019,2019,8434.298,6360.053,2074.245,1154.229,390.881,14
PBPB,POTBELLY CORP,31DEC2019,2019,332.879,263.71,69.169,409.707,-23.992,14
TCS,CONTAINER STORE GROUP,31MAR2020,2019,1166.814,895.106,271.708,915.953,14.487,11
WIX,WIX.COM LTD,31DEC2019,2019,1099.667,891.918,207.749,761.088,-86.414,14
TWTR,TWITTER INC,31DEC2019,2019,12703.389,3999.003,8704.386,3459.329,1465.659,11
EXPI,EXP WORLD HOLDINGS INC,31DEC2019,2019,96.452,44.324,52.128,979.937,-9.528,14
GLYC,GLYCOMIMETICS INC,31DEC2019,2019,167.97,13.769,154.201,0.0,-57.892,14
AMRX,AMNEAL PHARMACEUTICALS INC,31DEC2019,2019,3665.89,3319.102,346.788,1626.373,-361.917,11
TKAT,TAKUNG ART CO LTD,31DEC2019,2019,32.441,25.996,6.445,3.173,-4.093,12
TNDM,TANDEM DIABETES CARE INC,31DEC2019,2019,326.11,131.131,194.979,362.305,-24.753,14
TRVN,TREVENA INC,31DEC2019,2019,46.994,16.916,30.078,0.031,-24.871,14
DLNG,DYNAGAS LNG PARTNERS LP,31DEC2019,2019,989.187,675.48,313.707,130.901,3.613,11
KPTI,KARYOPHARM THERAPEUTICS INC,31DEC2019,2019,294.963,245.189,49.774,40.893,-199.59,14
XNCR,XENCOR INC,31DEC2019,2019,670.25,77.049,593.201,156.7,26.875,14
VCYT,VERACYTE INC,31DEC2019,2019,275.212,35.757,239.455,120.368,-12.599,14
DTLA.P,BROOKFLD DTLA OFFICE TR INV,31DEC2019,2019,2826.972,2293.531,-92.302,315.765,-96.087,11
STKS,ONE GP HOSPITALITY (THE),31DEC2019,2019,206.585,172.673,33.912,120.681,20.831,14
OXFD,OXFORD IMMUNOTEC GLOBAL PLC,31DEC2019,2019,235.252,21.561,213.691,73.71,-1.809,14
MMI,MARCUS & MILLICHAP INC,31DEC2019,2019,709.034,214.127,494.907,806.428,76.93,11
REPH,RECRO PHARMA INC,31DEC2019,2019,110.459,117.171,-6.712,99.219,-18.63,14
WUBA,58.COM INC  -ADR,31DEC2019,2019,6227.516,1199.725,4500.882,2237.042,1188.886,11
MOXC,MOXIAN INC,30SEP2019,2019,2.526,2.377,0.149,0.37,0.3,14
WBAI,500.COM LTD  -ADR,31DEC2019,2019,102.651,16.065,82.366,5.7,-91.396,11
VRNS,VARONIS SYSTEMS INC,31DEC2019,2019,318.312,224.78,93.532,254.19,-78.764,14
CWH,CAMPING WORLD HOLDINGS INC,31DEC2019,2019,3376.24,3535.476,-159.236,4892.019,-60.591,11
BHR,BRAEMAR HOTELS & RESORTS INC,31DEC2019,2019,1758.947,1247.203,470.174,469.202,0.371,11
NBTB,N B T BANCORP INC,31DEC2019,2019,9715.925,8595.528,1120.397,511.557,121.021,14
BANX,STONECASTLE FINANCIAL CORP,31DEC2019,2019,164.703,21.504,143.199,16.355,12.605,14
BIOC,BIOCEPT INC,31DEC2019,2019,17.733,6.532,11.201,5.529,-25.138,14
HNRG,HALLADOR ENERGY CO,31DEC2019,2019,425.627,230.097,191.53,317.436,-59.854,14
OVBC,OHIO VALLEY BANC CORP,31DEC2019,2019,1013.272,885.093,128.179,58.227,9.907,14
KIN,KINDRED BIOSCIENCES INC,31DEC2019,2019,114.024,32.103,81.921,4.256,-61.389,14
RARE,ULTRAGENYX PHARMACEUTICAL,31DEC2019,2019,1135.496,481.732,653.764,103.714,-402.727,14
OSBC,OLD SECOND BANCORP INC/IL,31DEC2019,2019,2635.545,2357.681,277.864,150.522,39.455,14
CARA,CARA THERAPEUTICS INC,31DEC2019,2019,232.959,46.246,186.713,19.886,-106.373,14
PWOD,PENNS WOODS BANCORP INC,31DEC2019,2019,1665.323,1510.341,154.982,77.226,15.672,14
STAY,EXTENDED STAY AMERICA INC,31DEC2019,2019,4030.596,2854.326,1176.27,1218.219,165.138,14
TACO,DEL TACO RESTAURANTS INC,31DEC2019,2019,862.457,560.35,302.107,512.951,-118.285,14
AMRK,A-MARK PRECIOUS METALS INC,30JUN2019,2019,705.362,632.796,72.566,4783.157,2.225,14
VNCE,VINCE HOLDING CORP,31JAN2020,2019,362.302,231.522,130.78,375.187,30.396,11
CELP,CYPRESS ENERGY PARTNERS LP,31DEC2019,2019,157.342,99.151,58.191,401.648,16.014,11
CAPR,CAPRICOR THERAPEUTICS INC,31DEC2019,2019,11.114,4.275,6.839,1.005,-7.642,14
NTIC,NORTHERN TECH INTL,31AUG2019,2019,67.511,7.842,59.669,55.75,5.21,14
CTBI,COMMUNITY TRUST BANCORP INC,31DEC2019,2019,4366.003,3751.117,614.886,235.582,64.54,14
ENBL,ENABLE MIDSTREAM PARTNERS LP,31DEC2019,2019,12266.0,4857.0,7409.0,2960.0,396.0,11
INGN,INOGEN INC,31DEC2019,2019,447.339,102.718,344.621,361.943,20.95,14
BRG,BLUEROCK RESIDENTIAL GROWTH,31DEC2019,2019,2340.697,1486.575,854.122,219.836,36.743,12
ATHM,AUTOHOME INC  -ADR,31DEC2019,2019,2751.093,653.443,2097.65,1209.356,459.567,11
PLPC,PREFORMED LINE PRODUCTS CO,31DEC2019,2019,433.571,165.003,268.568,444.861,23.303,14
PRK,PARK NATIONAL CORP,31DEC2019,2019,8558.377,7589.363,969.014,457.693,102.7,12
SFNC,SIMMONS FIRST NATL CP  -CL A,31DEC2019,2019,21259.143,18270.206,2988.937,988.154,238.167,14
